,Attrition,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,county_name,state,cty,household_income_at_35,high-school_graduation_rate,percentage_married_by_35,incarceration_rate,women_teenage_birthrate,poverty_rate,employment_rates_at_35,single_parent_frac
651,No,903,47,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
652,No,904,37,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
653,No,905,50,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
654,No,909,39,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
655,No,910,33,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
656,Yes,911,32,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,1,Male,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
657,No,912,29,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
658,No,913,44,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
659,No,916,28,Travel_Rarely,821,Sales,5,4,Medical,1,1,Male,98,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
660,Yes,918,58,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
661,No,920,43,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,80,1,4,2,4,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
662,Yes,922,20,Travel_Rarely,500,Sales,2,3,Medical,1,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
663,Yes,923,21,Travel_Rarely,1427,Research & Development,18,1,Other,1,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
664,No,924,36,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,3,Male,68,3,2,Healthcare Representative,4,Married,6586,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
665,No,925,47,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,4,Female,65,2,1,Sales Representative,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
666,Yes,926,22,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
667,Yes,927,41,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Y,Yes,13,3,3,80,1,10,1,2,7,7,1,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
668,No,930,28,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
669,Yes,932,39,Travel_Rarely,1122,Research & Development,6,3,Medical,1,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
670,No,933,27,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
671,No,934,34,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
672,No,936,42,Travel_Rarely,462,Sales,14,2,Medical,1,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
673,No,939,33,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
674,No,940,58,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,0,0,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
675,No,941,31,Travel_Rarely,154,Sales,7,4,Life Sciences,1,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
676,No,942,35,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
677,No,944,49,Travel_Rarely,527,Research & Development,8,2,Other,1,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
678,No,945,48,Travel_Rarely,1469,Research & Development,20,4,Medical,1,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
679,No,947,31,Non-Travel,1188,Sales,20,2,Marketing,1,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
680,No,949,36,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
681,No,950,38,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
682,No,951,32,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
683,Yes,952,25,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
684,No,954,40,Travel_Rarely,658,Sales,10,4,Marketing,1,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
685,No,956,26,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
686,No,957,41,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
687,No,958,36,Travel_Rarely,938,Research & Development,2,4,Medical,1,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
688,Yes,959,19,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
689,Yes,960,20,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,Y,No,19,3,2,80,0,1,2,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
690,No,961,31,Travel_Rarely,616,Research & Development,12,3,Medical,1,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
691,No,964,40,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
692,No,966,32,Travel_Rarely,498,Research & Development,3,4,Medical,1,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
693,Yes,967,36,Travel_Rarely,530,Sales,3,1,Life Sciences,1,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
694,No,969,33,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
695,Yes,970,37,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
696,No,972,45,Non-Travel,805,Research & Development,4,2,Life Sciences,1,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
697,No,974,29,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
698,No,975,35,Travel_Rarely,1219,Sales,18,3,Medical,1,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
699,No,976,52,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,4,Male,70,3,4,Manager,4,Married,17099,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
700,Yes,977,58,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
701,No,981,53,Travel_Rarely,1376,Sales,2,2,Medical,1,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
702,No,982,30,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
703,No,983,38,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
704,No,984,35,Travel_Rarely,882,Sales,3,4,Life Sciences,1,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
705,No,985,39,Travel_Rarely,903,Sales,2,5,Life Sciences,1,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
706,Yes,986,40,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
707,No,987,47,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
708,No,990,36,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
709,Yes,991,31,Non-Travel,335,Research & Development,9,2,Medical,1,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
710,No,992,33,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
711,Yes,994,29,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
712,No,995,33,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
713,No,996,45,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
714,No,997,50,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
715,No,998,33,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
716,No,999,41,Travel_Frequently,840,Research & Development,9,3,Medical,1,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
717,No,1001,27,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
718,No,1002,45,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
719,No,1003,47,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
720,Yes,1004,30,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
721,No,1005,50,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
722,No,1006,38,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
723,No,1007,46,Travel_Rarely,566,Research & Development,7,2,Medical,1,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
724,No,1009,24,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
725,Yes,1010,35,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
726,No,1011,31,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
727,No,1012,18,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
728,No,1013,54,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
729,No,1014,35,Travel_Rarely,583,Research & Development,25,4,Medical,1,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,Union County, NJ,cty34039,51773,0.914,0.4232,0.0108,0.127,0.1085,0.8047,0.3264
730,No,1015,30,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
731,Yes,1016,20,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Bergen County, NJ,cty34003,63424,0.9408,0.5089,0.0029,0.041,0.0748,0.8025,0.2005
732,Yes,1017,30,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
733,No,1018,26,Travel_Rarely,1066,Research & Development,2,2,Medical,1,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
734,No,1019,22,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
735,No,1022,48,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
736,No,1024,48,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
737,No,1025,41,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
738,No,1026,39,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
739,No,1027,27,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,Kings County, NY,cty36047,37229,0.8375,0.3201,0.0138,0.1956,0.2291,0.7317,0.3806
740,No,1028,35,Travel_Rarely,802,Research & Development,10,3,Other,1,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,Bronx County, NY,cty36005,32542,0.7783,0.2223,0.0163,0.2765,0.3055,0.7417,0.5914
